    1    52     1000.0 
    1    53     1000.0 
    2    51     7000.0 
    2    52     7000.0 
    2    53     1000.0 
    2    54     1000.0 
    3    50     7000.0 
    3    51     7000.0 
    3    52     1000.0 
    3    53     1000.0 
    3    54     7000.0 
    3    55     7000.0 
    4    49     7000.0 
    4    50     7000.0 
    4    51     7000.0 
    4    52     7000.0 
    4    53     1000.0 
    4    54     1000.0 
    4    55     7000.0 
    4    56     7000.0 
    5    48     7000.0 
    5    49     7000.0 
    5    50     7000.0 
    5    51     7000.0 
    5    52     1000.0 
    5    53     1000.0 
    5    54     7000.0 
    5    55     7000.0 
    5    56     7000.0 
    5    57     7000.0 
    6    47     7000.0 
    6    48     7000.0 
    6    49     7000.0 
    6    50     7000.0 
    6    51     7000.0 
    6    52     7000.0 
    6    53     1000.0 
    6    54     1000.0 
    6    55     7000.0 
    6    56     7000.0 
    6    57     7000.0 
    6    58     7000.0 
    7    46     7000.0 
    7    47     7000.0 
    7    48     7000.0 
    7    49     7000.0 
    7    50     7000.0 
    7    51     7000.0 
    7    52     7000.0 
    7    53     7000.0 
    7    54     1000.0 
    7    55     1000.0 
    7    56     7000.0 
    7    57     7000.0 
    7    58     7000.0 
    7    59     7000.0 
    8    45     7000.0 
    8    46     7000.0 
    8    47     7000.0 
    8    48     7000.0 
    8    49     7000.0 
    8    50     7000.0 
    8    51     7000.0 
    8    52     7000.0 
    8    53     1000.0 
    8    54     1000.0 
    8    55     7000.0 
    8    56     7000.0 
    8    57     3000.0 
    8    58     3000.0 
    8    59     7000.0 
    8    60     7000.0 
    9    44     7000.0 
    9    45     7000.0 
    9    46     7000.0 
    9    47     7000.0 
    9    48     7000.0 
    9    49     7000.0 
    9    50     7000.0 
    9    51     7000.0 
    9    52     7000.0 
    9    53     7000.0 
    9    54     1000.0 
    9    55     1000.0 
    9    56     7000.0 
    9    57     7000.0 
    9    58     3000.0 
    9    59     3000.0 
    9    60     7000.0 
    9    61     7000.0 
   10    43     7000.0 
   10    44     7000.0 
   10    45     7000.0 
   10    46     7000.0 
   10    47     7000.0 
   10    48     7000.0 
   10    49     7000.0 
   10    50     7000.0 
   10    51     7000.0 
   10    52     7000.0 
   10    53     7000.0 
   10    54     7000.0 
   10    55     1000.0 
   10    56     1000.0 
   10    57     7000.0 
   10    58     7000.0 
   10    59     3000.0 
   10    60     3000.0 
   10    61     7000.0 
   10    62     7000.0 
   11    42     7000.0 
   11    43     7000.0 
   11    44     7000.0 
   11    45     7000.0 
   11    46     7000.0 
   11    47     7000.0 
   11    48     7000.0 
   11    49     7000.0 
   11    50     7000.0 
   11    51     7000.0 
   11    52     7000.0 
   11    53     7000.0 
   11    54     7000.0 
   11    55     7000.0 
   11    56     1000.0 
   11    57     1000.0 
   11    58     7000.0 
   11    59     7000.0 
   11    60     3000.0 
   11    61     3000.0 
   11    62     7000.0 
   11    63     7000.0 
   12    41     7000.0 
   12    42     7000.0 
   12    43     7000.0 
   12    44     7000.0 
   12    45     7000.0 
   12    46     7000.0 
   12    47     7000.0 
   12    48     7000.0 
   12    49     7000.0 
   12    50     7000.0 
   12    51     7000.0 
   12    52     7000.0 
   12    53     7000.0 
   12    54     7000.0 
   12    55     1000.0 
   12    56     1000.0 
   12    57     3000.0 
   12    58     3000.0 
   12    59     3000.0 
   12    60     3000.0 
   12    61     3000.0 
   12    62     3000.0 
   12    63     7000.0 
   12    64     7000.0 
   13    40     7000.0 
   13    41     7000.0 
   13    42     7000.0 
   13    43     7000.0 
   13    44     7000.0 
   13    45     7000.0 
   13    46     7000.0 
   13    47     7000.0 
   13    48     3000.0 
   13    49     3000.0 
   13    50     7000.0 
   13    51     7000.0 
   13    52     7000.0 
   13    53     7000.0 
   13    54     7000.0 
   13    55     7000.0 
   13    56     1000.0 
   13    57     1000.0 
   13    58     3000.0 
   13    59     3000.0 
   13    60     3000.0 
   13    61     3000.0 
   13    62     3000.0 
   13    63     3000.0 
   13    64     7000.0 
   13    65     7000.0 
   14    39     7000.0 
   14    40     7000.0 
   14    41     7000.0 
   14    42     7000.0 
   14    43     7000.0 
   14    44     7000.0 
   14    45     7000.0 
   14    46     7000.0 
   14    47     3000.0 
   14    48     3000.0 
   14    49     7000.0 
   14    50     7000.0 
   14    51     3000.0 
   14    52     3000.0 
   14    53     7000.0 
   14    54     7000.0 
   14    55     7000.0 
   14    56     7000.0 
   14    57     1000.0 
   14    58     1000.0 
   14    59     3000.0 
   14    60     3000.0 
   14    61     3000.0 
   14    62     3000.0 
   14    63     3000.0 
   14    64     3000.0 
   14    65     7000.0 
   14    66     7000.0 
   15    38     7000.0 
   15    39     7000.0 
   15    40     7000.0 
   15    41     7000.0 
   15    42     3000.0 
   15    43     3000.0 
   15    44     7000.0 
   15    45     7000.0 
   15    46     7000.0 
   15    47     7000.0 
   15    48     3000.0 
   15    49     3000.0 
   15    50     7000.0 
   15    51     7000.0 
   15    52     3000.0 
   15    53     3000.0 
   15    54     7000.0 
   15    55     7000.0 
   15    56     7000.0 
   15    57     7000.0 
   15    58     1000.0 
   15    59     1000.0 
   15    60     3000.0 
   15    61     3000.0 
   15    62     3000.0 
   15    63     3000.0 
   15    64     3000.0 
   15    65     3000.0 
   15    66     7000.0 
   15    67     7000.0 
   16    37     7000.0 
   16    38     7000.0 
   16    39     7000.0 
   16    40     7000.0 
   16    41     3000.0 
   16    42     3000.0 
   16    43     7000.0 
   16    44     7000.0 
   16    45     7000.0 
   16    46     7000.0 
   16    47     3000.0 
   16    48     3000.0 
   16    49     7000.0 
   16    50     7000.0 
   16    51     3000.0 
   16    52     3000.0 
   16    53     7000.0 
   16    54     7000.0 
   16    55     7000.0 
   16    56     7000.0 
   16    57     1000.0 
   16    58     1000.0 
   16    59     7000.0 
   16    60     7000.0 
   16    61     3000.0 
   16    62     3000.0 
   16    63     3000.0 
   16    64     3000.0 
   16    65     3000.0 
   16    66     3000.0 
   16    67     7000.0 
   16    68     7000.0 
   17    36     7000.0 
   17    37     7000.0 
   17    38     3000.0 
   17    39     3000.0 
   17    40     7000.0 
   17    41     7000.0 
   17    42     3000.0 
   17    43     3000.0 
   17    44     7000.0 
   17    45     7000.0 
   17    46     7000.0 
   17    47     7000.0 
   17    48     3000.0 
   17    49     3000.0 
   17    50     7000.0 
   17    51     7000.0 
   17    52     3000.0 
   17    53     3000.0 
   17    54     7000.0 
   17    55     7000.0 
   17    56     7000.0 
   17    57     7000.0 
   17    58     1000.0 
   17    59     1000.0 
   17    60     7000.0 
   17    61     7000.0 
   17    62     3000.0 
   17    63     3000.0 
   17    64     3000.0 
   17    65     3000.0 
   17    66     3000.0 
   17    67     3000.0 
   17    68     7000.0 
   17    69     7000.0 
   18    35     7000.0 
   18    36     7000.0 
   18    37     3000.0 
   18    38     3000.0 
   18    39     7000.0 
   18    40     7000.0 
   18    41     3000.0 
   18    42     3000.0 
   18    43     7000.0 
   18    44     7000.0 
   18    45     3000.0 
   18    46     3000.0 
   18    47     7000.0 
   18    48     7000.0 
   18    49     3000.0 
   18    50     3000.0 
   18    51     7000.0 
   18    52     7000.0 
   18    53     3000.0 
   18    54     3000.0 
   18    55     7000.0 
   18    56     7000.0 
   18    57     7000.0 
   18    58     7000.0 
   18    59     1000.0 
   18    60     1000.0 
   18    61     7000.0 
   18    62     7000.0 
   18    63     3000.0 
   18    64     3000.0 
   18    65     3000.0 
   18    66     3000.0 
   18    67     3000.0 
   18    68     3000.0 
   18    69     7000.0 
   18    70     7000.0 
   19    34     7000.0 
   19    35     7000.0 
   19    36     3000.0 
   19    37     3000.0 
   19    38     7000.0 
   19    39     7000.0 
   19    40     3000.0 
   19    41     3000.0 
   19    42     7000.0 
   19    43     7000.0 
   19    44     3000.0 
   19    45     3000.0 
   19    46     7000.0 
   19    47     7000.0 
   19    48     3000.0 
   19    49     3000.0 
   19    50     7000.0 
   19    51     7000.0 
   19    52     3000.0 
   19    53     3000.0 
   19    54     7000.0 
   19    55     7000.0 
   19    56     7000.0 
   19    57     7000.0 
   19    58     7000.0 
   19    59     7000.0 
   19    60     4000.0 
   19    61     4000.0 
